pays,annee,pib_millions,population_millions,inflation_taux,export_millions,import_millions,date_creation,date_creation_year,date_creation_month,date_creation_day,date_creation_dayofweek,pib_par_habitant,balance_commerciale,pays_riche,agg_pib_millions_mean,agg_pib_millions_sum,agg_pib_millions_count,agg_population_millions_mean,agg_population_millions_sum,date_creation_quarter,date_creation_is_weekend
4,-0.37042267537088974,0.0001378016410461706,-0.9193574840234464,-1.283808515643365,1.3758126176365955,1.4965259223829457,2023-01-01,2023,1,1,6,-0.00014988907301118597,-0.12071330474635023,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
3,-0.37042267537088974,-0.19386399603923565,0.5677103673655272,-1.1395100879811002,-1.7088379670645566,-0.13464093864195076,2023-01-02,2023,1,2,0,-0.3414839805354726,-1.574197028422606,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
2,0.01224537769818175,0.898922305171265,0.4532742016419097,1.839041207232033,-1.1761691678626853,0.13727672694440243,2023-01-03,2023,1,3,1,1.9831755302090213,-1.3134458948070877,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
3,1.1602495369053962,-0.39931561147881345,1.5339323681598496,-0.9972973674667339,0.15681271053339685,0.8799511171492753,2023-01-04,2023,1,4,2,-0.26032152379563134,-0.7231384066158785,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
3,0.01224537769818175,0.19933957132888444,0.7083277566225287,-1.2250073271548567,-1.0966944494731585,0.8116136223458958,2023-01-05,2023,1,5,3,0.2814227869304202,-1.9083080718190544,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
0,1.1602495369053962,0.25763649866723437,-1.6586670834728332,1.2846064879489296,-0.8799034465557457,0.35510530575599075,2023-01-06,2023,1,6,4,-0.15532743202922197,-1.2350087523117366,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
2,-1.5184268345781042,-0.8049008618692929,1.1496229307911083,0.4094967421675529,-0.4636278274270849,-0.17787911283290844,2023-01-07,2023,1,7,5,-0.7001433603237225,-0.2857487145941765,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,True
2,1.5429175899744678,0.9772511381123427,-1.1035883315197117,-0.9889914199252399,-1.5265528437168376,-0.29158995819904016,2023-01-08,2023,1,8,6,-0.8855214487150344,-1.2349628855177974,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,True
2,0.39491343076725327,-0.2755252262970139,-0.4286285820081721,0.27591460011548447,-1.084809629659726,0.98827637430836,2023-01-09,2023,1,9,0,0.6428064712953763,-2.0730860039680863,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
3,-0.7530907284399613,-0.8989981588077226,0.26840389109763046,-1.085213310176549,0.8080502226597698,0.6555310231318927,2023-01-10,2023,1,10,1,-3.349422972712109,0.15251919952787707,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
4,1.1602495369053962,0.4882371477801774,1.8063855129427466,1.2446252178477624,-1.460829258323929,-0.23105161022058868,2023-01-11,2023,1,11,2,0.2702840253544771,-1.2297776481033404,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
2,1.5429175899744678,-1.0522110600374293,1.8063855129427466,1.2014039913661234,-1.7886169947783719,1.2334252874098117,2023-01-12,2023,1,12,3,-0.5824952937777348,-3.022042282188184,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
3,0.39491343076725327,-0.05745352409051716,0.660266367424346,0.6214409241362986,-0.69654863221189,-0.09080918886723784,2023-01-13,2023,1,13,4,-0.08701567568046732,-0.6057394433446521,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
0,0.7775814838363247,-0.0974952267465739,-0.2079525379269095,0.4348136780265955,0.8402392658039253,-0.8809110025736097,2023-01-14,2023,1,14,5,0.4688340316425531,1.721150268377535,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,True
4,-1.5184268345781042,1.0780025339070622,0.5808905486108792,1.839041207232033,-0.20785755228424005,-0.7795646710544587,2023-01-15,2023,1,15,6,1.8557756473830722,0.5717071187702186,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
0,0.01224537769818175,0.42188240471197613,0.9690456000022069,0.03824029352570174,-0.5098703436077787,-1.0198553461140973,2023-01-16,2023,1,16,0,0.43535867116162064,0.5099850025063186,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,0.01224537769818175,-0.11457241865527243,-0.3590500867273794,-1.2562573162043689,0.06439092665220367,-0.24757248964607179,2023-01-17,2023,1,17,1,0.31909870764706233,0.31196341629827545,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
3,-0.37042267537088974,0.7901658573078364,1.8063855129427466,0.5310199501733093,-1.7903350486364005,1.399193675823879,2023-01-18,2023,1,18,2,0.43742924843357106,-3.1895287244602795,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
1,0.39491343076725327,1.404681344430014,0.24627915236541437,1.839041207232033,0.5725388830534807,-0.8299959219874101,2023-01-19,2023,1,19,3,5.703614499800743,1.4025348050408908,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
4,0.7775814838363247,0.5111031873366554,0.5404839731507356,-0.014616386438213613,0.4469869033302168,0.25634745114789786,2023-01-20,2023,1,20,4,0.945639857472913,0.19063945218231892,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
0,1.5429175899744678,-0.07659245306499762,0.7253357616322076,-0.35742853402701324,-0.44750361363662905,-0.667733028617815,2023-01-21,2023,1,21,5,-0.10559585934746035,0.22022941498118598,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,True
3,-1.5184268345781042,-1.4959617365206073,0.4567786342002355,0.4948351702986012,1.1493716384435082,-0.23434161321407915,2023-01-22,2023,1,22,6,-3.2750256349880646,1.3837132516575874,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,True
4,0.39491343076725327,-1.2311051422580648,0.9155019038589605,-0.020473291191594217,-1.2578691548000902,-1.600764688198223,2023-01-23,2023,1,23,0,-1.3447324763266961,0.3428955333981327,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
1,0.7775814838363247,-0.4153646033359002,-0.6850341055129556,-1.0376112089170626,1.287012579206319,-0.1908572918065424,2023-01-24,2023,1,24,1,0.6063414945229244,1.4778698710128613,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
1,-0.7530907284399613,-0.7420171288105422,-0.6202392286205121,1.267672404544583,0.18866138033769891,-0.16151898606330142,2023-01-25,2023,1,25,2,1.1963402096653561,0.35018036640100036,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
2,1.1602495369053962,-0.2884196171569884,-1.2158017641406709,1.839041207232033,-0.3654096601262316,0.6410092980628302,2023-01-26,2023,1,26,3,0.23722585841191263,-1.006418958189062,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
2,0.01224537769818175,-0.026892311824951453,0.4764690055217844,0.25346225084573193,-0.008085607936600401,0.29440245545988153,2023-01-27,2023,1,27,4,-0.05644084192947976,-0.30248806339648193,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
0,1.5429175899744678,0.4809190048262332,0.8495501292475187,-0.9518979502421062,-0.10669321166424497,-1.2600160751760552,2023-01-28,2023,1,28,5,0.5660866713682956,1.1533228635118102,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,True
4,0.01224537769818175,-0.1633864012342247,0.49655178082790197,-1.6584309551063798,1.3912424843677558,1.2357059875365175,2023-01-29,2023,1,29,6,-0.32904202047530706,0.15553649683123827,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
4,1.5429175899744678,0.4345533623511331,1.8063855129427466,0.32121806136642156,-1.2005299287120597,0.2802128029946737,2023-01-30,2023,1,30,0,0.2405651281177576,-1.4807427317067334,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
2,-0.37042267537088974,-0.018492724562652038,-0.012747629440777444,1.2479732592881256,-0.846048259713035,0.2671912552731511,2023-01-31,2023,1,31,1,1.450679488964202,-1.113239514986186,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
4,1.5429175899744678,-1.7996191876652732,0.728432434729879,0.5591696789346087,1.1836490218458917,0.04023345904014913,2023-02-01,2023,2,1,2,-2.4705368704959123,1.1434155628057425,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
4,0.01224537769818175,-1.0960822129595196,-1.206510485012813,0.03595034054782846,-0.6576318610408178,-0.5158286796053562,2023-02-02,2023,2,2,3,0.9084730108647827,-0.14180318143546167,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
1,1.5429175899744678,-0.24238392904422457,-0.43206711202516246,-0.6070120881567049,1.030453428399094,0.28841233258963456,2023-02-03,2023,2,3,4,0.5609867594599719,0.7420410958094594,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
2,-0.7530907284399613,-1.3863128822476094,0.7578846473726092,-1.1579720206062631,1.81142471096239,0.5702686202684933,2023-02-04,2023,2,4,5,-1.8291871817876229,1.2411560906938965,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,True
3,-0.37042267537088974,0.5563173008040099,0.9266707636754815,0.9531233556007872,-0.4390258308702732,-1.8021800001191484,2023-02-05,2023,2,5,6,0.6003397566979153,1.3631541692488751,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,True
2,1.5429175899744678,1.5555545113142468,-0.3297027568883392,1.039696651815178,0.7831525589652808,-0.5387932135996805,2023-02-06,2023,2,6,0,-4.718051271379172,1.3219457725649613,True,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
3,0.39491343076725327,1.2206344466264842,-0.08529330254718288,-1.6548914129032788,-1.287427563747236,-0.2284788711520395,2023-02-07,2023,2,7,1,-14.311023376674257,-1.0589486925951965,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
1,-1.1357587815090329,-0.3168368363487617,-1.674926899395547,1.780384591486119,0.8659405449473898,0.33036314826335256,2023-02-08,2023,2,8,2,0.18916457575736756,0.5355773966840373,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
0,0.7775814838363247,1.5125880143049595,-0.3990159312871209,0.6675266494972529,0.239358415678502,1.3550069058507348,2023-02-09,2023,2,9,3,-3.790796045224928,-1.1156484901722328,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
4,-1.1357587815090329,0.07188847783034462,0.972043719253367,1.5719561240362507,0.5480905485006273,-0.7935271673097674,2023-02-10,2023,2,10,4,0.07395601288958754,1.3416177158103948,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
1,-1.1357587815090329,-0.4495676623776471,0.6256241606467651,-1.4318284700240098,-0.7140911623146609,-0.4941847099536366,2023-02-11,2023,2,11,5,-0.7185906342122206,-0.21990645236102424,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,True
4,-1.5184268345781042,-0.7461935377814939,0.5436963055922989,-1.4577898519046992,-1.7903350486364005,-0.5101176258350694,2023-02-12,2023,2,12,6,-1.3724454812482052,-1.2802174228013312,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
0,-0.7530907284399613,-0.41240709259252223,0.04811048928855174,-0.12462430346824234,0.5821822084389744,-0.8260952153579559,2023-02-13,2023,2,13,0,-8.572082693215462,1.4082774237969304,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
0,0.39491343076725327,-0.5044136697221236,0.0011663639723009718,0.5894260459966968,-1.7903350486364005,-0.32933105207614227,2023-02-14,2023,2,14,1,-432.4667785537218,-1.4610039965602581,False,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
1,1.1602495369053962,0.09523576985218099,-0.7323710841878629,1.839041207232033,-0.3437430124377959,0.8930473212134572,2023-02-15,2023,2,15,2,-0.13003758874203689,-1.2367903336512531,True,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,False
0,1.5429175899744678,0.08467012713422085,0.7615014904421705,0.8121520408990452,1.076319406629765,-1.1019617984763148,2023-02-16,2023,2,16,3,0.11118839319021769,2.17828120510608,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,False
3,0.7775814838363247,-0.08443608534887223,0.45610413952297496,-0.22729354654769182,0.23086618671875472,0.5180337868930868,2023-02-17,2023,2,17,4,-0.18512457579793354,-0.28716760017433207,False,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
0,-0.37042267537088974,0.3813469897716182,0.534192327962108,-1.0858887634515824,1.81142471096239,-1.8021800001191484,2023-02-18,2023,2,18,5,0.7138758267577896,3.613604711081538,True,0.07000870724384199,13.30165437632998,190,-0.020936483270596426,-3.977931821413321,1,True
4,0.39491343076725327,1.190452384368232,-0.584773923508403,1.386151732175683,1.171018588730546,-0.5634784636712159,2023-02-19,2023,2,19,6,-2.0357480669213284,1.7344970524017618,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,True
4,0.01224537769818175,0.931640054721675,-1.8085917074560731,-1.0183309689211868,-0.7234861443122014,-0.3099814217851825,2023-02-20,2023,2,20,0,-0.5151190569330323,-0.41350472252701886,True,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
4,1.1602495369053962,-1.6817434514049507,1.1993088904600715,1.822706500994749,0.04515776440922419,1.8398400338293535,2023-02-21,2023,2,21,1,-1.4022604724957977,-1.7946822694201292,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
4,-1.5184268345781042,-1.7996191876652732,-0.532898189140243,-0.014616386438213613,-0.0391118675815154,-0.2501881522699591,2023-02-22,2023,2,22,2,3.3770412891976758,0.2110762846884437,False,-0.017747676688147015,-3.6560213977582854,206,-0.01641857409737178,-3.3822262640585867,1,False
3,-1.5184268345781042,0.9152861202184509,-0.9548936234467185,1.7811987131592237,-1.77090715476656,-1.8021800001191484,2023-02-23,2023,2,23,3,-0.9585215543849763,0.03127284535258834,True,-0.006250988802785085,-1.2752017157681572,204,-0.040044306538934545,-8.169038533942647,1,False
2,0.39491343076725327,-1.5550498051343062,0.7556217227130677,0.7824095643475868,-1.0467584307027253,-1.8021800001191484,2023-02-24,2023,2,24,4,-2.057973928476915,0.755421569416423,False,-0.022262125076586335,-4.229803764551404,190,0.06917427185999112,13.14311165339831,1,False
1,-1.1357587815090329,-0.3289915694887749,-0.43746703468805365,-0.11150598882510115,-0.6183946572675483,0.08748021554371033,2023-02-25,2023,2,25,5,0.7520373957397046,-0.7058748728112586,False,-0.01971727380120119,-4.1406274982522495,210,0.01136230936198105,2.3860849660160204,1,True
